Video Title,Link,LDA1 Topics,LDA2 Topics,BERTopic Topics,HLTA Topics,Video_ID
ðŸ‡µðŸ‡­ WE were REALLY SURPRISED. [CHOCOLATE HILLS] Cruise from CEBU Around BOHOL.,https://www.youtube.com/watch?v=VoUdWRHkDwA,"ice_cream, ferris_wheel, strawberry_ice_cream, banaue_rice_terraces, baguio, mount_kalugong, chocolate_hills, minute, stuff, minutes_late, enjoy, strawberry, sweet, rocky_mountain, taste, dale_dale_dale, market, mall, start, walk, eat, view, minutes_minutes_minutes, cassava_creamy_cassava, ube, city, leave, hour, halang_halang, coffee_shop","business_class, chocolate_hills, island, class, rain, start, drone, season, panglao, bohol, cuisine, ferry, champ, beach, hour, bar, hurricane, ilona, journey, cebu","-1_minutes_time_bit_guys (30.70%)
0_philippines_island_super_filipino (6.14%)
2_weather_hot_fireflies_breeze (11.40%)
3_food_filipino_pork_chili (2.63%)
5_traffic_car_jeepney_motorbike (1.75%)
10_champs_steps_gate_final (4.39%)
15_nice_friendly_sundae_lovely (0.88%)
16_table_double_unofficial_list (0.88%)
20_delicious_yummy_tasty_comfort (0.88%)
22_video_foreigner_dates_clock (0.88%)
24_coconut_lemon_mango_plantation (0.88%)
25_crazy_ridiculous_surprised_weird (1.75%)
28_blogger_blog_blogs_wisdom (0.88%)
34_dessert_desserts_chocolate_sweets (2.63%)
37_bed_pillows_beds_units (1.75%)
39_beautiful_handsome_gorgeous_beauty (0.88%)
40_beach_secret_tide_beaches (1.75%)
43_island_elf_islands_buffalo (7.02%)
44_trail_hiking_hike_adventure (1.75%)
45_market_shampoo_supermarket_groceries (0.88%)
46_busy_weekend_queue_rush (0.88%)
50_stuff___ (0.88%)
54_donut_suspense_gob_calm (0.88%)
59_hotel_hostel_balcony_photo (0.88%)
65_essentials_guys__ (0.88%)
69_boat_kayaks_kayaking_ship (3.51%)
71_sapin_laughs_slang_sayote (0.88%)
73_mini_bar_guys_ (0.88%)
75_selfie_shots_shot_suitable (0.88%)
78_tagalog_strategies_language_helpful (0.88%)
84_pesos_dollars_australian_panda (0.88%)
90_entrance_walls_station_kinda (0.88%)
101____ (0.88%)
106_tourists_tourist_domestic_respected (0.88%)
108_control_situation_conversation_patience (0.88%)
110_monthly_membership_fourth_month (0.88%)
127_balcony_terrace_sky_recognisable (0.88%)
130_button_subscription_data_channel (0.88%)
147_comments_reviews_detailed_stuff (0.88%)","adventure, hop, panglao, class, cat, surprise, lapulapu : Level 2 (1.00)
bohol, bohol-bohol, adventure, panglao, hop, class, hill : Level 1 (1.00)
juice, pineapple, straight, compare, fruit, deal, snack : Level 2 (0.52)
swim, arrive, typhoon, nature, rent, coconut, cuisine : Level 2 (1.00)
buck, shot, monkey, stair, ship, power, selfie : Level 2 (0.95)
air, sun, plane, local, red : Level 2 (0.99)
swim, episode, arrive, typhoon, lake, travel, mountain : Level 1 (1.00)
bohol, bohol-bohol, hill : Level 2 (1.00)
episode, travel, meeting : Level 2 (0.99)
beach, explore, weather, road, ride, hotel, car : Level 2 (1.00)
rain, wet, dangerous, brother, resort, bar, destination : Level 2 (0.88)
pay, drive, tourist, chocolate-hill, boat, ticket, real : Level 2 (1.00)
beach, air, quick, explore, rain, weather, wet : Level 1 (1.00)
adventure, hop, panglao, class, cat, surprise, lapulapu : Level 2 (1.00)
bohol, bohol-bohol, adventure, panglao, hop, class, hill : Level 1 (1.00)
juice, pineapple, straight, compare, fruit, deal, snack : Level 2 (0.52)
swim, arrive, typhoon, nature, rent, coconut, cuisine : Level 2 (1.00)
buck, shot, monkey, stair, ship, power, selfie : Level 2 (0.95)
air, sun, plane, local, red : Level 2 (0.99)
swim, episode, arrive, typhoon, lake, travel, mountain : Level 1 (1.00)
bohol, bohol-bohol, hill : Level 2 (1.00)
episode, travel, meeting : Level 2 (0.99)
beach, explore, weather, road, ride, hotel, car : Level 2 (1.00)
rain, wet, dangerous, brother, resort, bar, destination : Level 2 (0.88)
pay, drive, tourist, chocolate-hill, boat, ticket, real : Level 2 (1.00)
beach, air, quick, explore, rain, weather, wet : Level 1 (1.00)
",VoUdWRHkDwA
I'm FINALLY in the Philippines - Manila 1st Impressions ðŸ‡µðŸ‡­,https://www.youtube.com/watch?v=Vx0TqLbcVpc,"chef_roline, chef_roline_kirby, fried_chicken, med_school, manila, rain, eat, spanish, city, start, kid, roline_kirby, mango_ice_cream, child, embrace_chef_roline, ice_cream, typically_eat_beef, metro_manila, spicy_sauce, chicken_sandwich, bus_ride, roline_chef_roline, delicious, crazy, kirby, market, happy, island, culture, hot","fried_chicken, metro_manila, chicken_sandwich, spanish, manila, city, island, sing_karaoke, call, start, war, intramuros, culture_culture, trade, friendly, wall, bangladesh, american, spain, divisoria","-1_minutes_time_bit_guys (35.06%)
0_philippines_island_super_filipino (22.94%)
1_voice_media_singing_actress (0.87%)
2_weather_hot_fireflies_breeze (2.16%)
3_food_filipino_pork_chili (0.87%)
4_insects_brake_object_boneless (0.87%)
5_traffic_car_jeepney_motorbike (0.87%)
6_sauce_spicy_soy_mayonnaise (0.43%)
8_teacher_sapin_napalm_mok (0.43%)
9_pork_ribs_meat_shoulder (0.43%)
14_investment_aid_billions_dollars (0.43%)
15_nice_friendly_sundae_lovely (1.30%)
19_ummm_authentic_joke_friends (0.43%)
22_video_foreigner_dates_clock (0.43%)
25_crazy_ridiculous_surprised_weird (0.87%)
27_wedding_ceremony_married_marriage (0.87%)
28_blogger_blog_blogs_wisdom (0.43%)
29_chicken_fries_gravy_joy (1.73%)
30_brother_birthday_doggie_friends (1.30%)
37_bed_pillows_beds_units (0.87%)
38_clue_idea_yolk_woman (0.87%)
40_beach_secret_tide_beaches (0.43%)
43_island_elf_islands_buffalo (0.43%)
45_market_shampoo_supermarket_groceries (1.73%)
48_embassy_visa_contacts_laptop (0.87%)
49____ (0.87%)
50_stuff___ (0.43%)
55_cheap_games_cheaper_kilo (0.43%)
58_worries_perfect_radius_stress (0.43%)
59_hotel_hostel_balcony_photo (1.73%)
60____ (0.43%)
63_cost_dollars_box_agreement (0.43%)
66_minutes_timer_weeks_lemon (0.43%)
68_shoes_size_quality_pair (0.43%)
73_mini_bar_guys_ (0.43%)
77_salty_saltiness_salt_kidney (0.43%)
78_tagalog_strategies_language_helpful (0.43%)
79_kambayan_horchata_blog_pot (0.43%)
82_picture_camera_pants_photo (0.87%)
84_pesos_dollars_australian_panda (0.43%)
90_entrance_walls_station_kinda (1.30%)
92_brother_mess_care_ (0.43%)
93_province_ethnic_descent_guests (2.60%)
94_meal_yay_filling_snacks (0.87%)
95_city_pines_peoples_contrasts (1.30%)
105_vlog_pranks_tomorrow_vlogger (0.43%)
110_monthly_membership_fourth_month (0.43%)
114_pay_cash_coins_hands (1.30%)
119____ (0.43%)
120_burger_sandwich_burgers_cents (0.43%)
122_muffin_ignorance_scallions_saddest (0.43%)
124_hundreds_huge_selection_demand (0.43%)
129____ (0.43%)
131_guys_nice__ (0.43%)
135____ (0.43%)
148_hat_darling_brown_disrespectful (0.43%)
150_sir___ (0.87%)
151_days_overs_destinations_trip (0.43%)","listen, helpful, degree, language, visa, museum, hole : Level 2 (1.00)
swim, arrive, typhoon, nature, rent, coconut, cuisine : Level 2 (0.72)
charge, funny, hold, notice, mango, kuala-lumpur, spoon : Level 2 (0.99)
sing, singing, vocal, stage, tnt-boy, note, male : Level 2 (0.73)
private, wake, entrance, cheap, cafe, south, kill : Level 2 (1.00)
minute-minute, store, clothes, ice-cream, mcdonald, prefer, indonesia : Level 2 (1.00)
english, tagalog, accent, proper, earlier, walk-hill, sunday : Level 2 (0.93)
ceremony, dress, trade, sponsor, special, chain, pocket : Level 2 (1.00)
swim, episode, arrive, typhoon, lake, travel, mountain : Level 1 (0.92)
jollibee, fry, fry-chicken, spaghetti, burger, jollibee-jollibee, hot-dog : Level 2 (1.00)
perfect, vibe, grab, ice, beef, remember, break : Level 1 (0.80)
hungry, grocery, lucky, gun, mom, pillow, candy : Level 2 (0.91)
airport, chill, flight, crash, head-hotel, palawan, country : Level 2 (0.71)
random, extra, finally, taxi, fridge, driver, milk : Level 2 (0.96)
town, short, character, worry, owner, paper, king : Level 2 (1.00)
drinking, feed, enter, bigger, city-manila, design, peaceful : Level 2 (0.96)
beach, explore, weather, road, ride, hotel, car : Level 2 (0.75)
view, wedding, marriage, stand, manage, freak, culture : Level 2 (0.67)
perfect, remember, beef, literally, honestly, crazy, sunset : Level 2 (0.67)
vibe, grab, break, clean, care, smile, consume : Level 2 (1.00)
sense, massive, influence, josie, figure, ferris-wheel, catholic : Level 2 (1.00)
security, block, makatus, global, sauce-sauce, ramadan, pot : Level 2 (1.00)
pay, drive, tourist, chocolate-hill, boat, ticket, real : Level 2 (1.00)
lemon, flavour, strong, put, dark, cheer, fill : Level 2 (0.95)
makati, business, modern, avocado, pick, dog, patty : Level 2 (1.00)
listen, helpful, degree, language, visa, museum, hole : Level 2 (1.00)
swim, arrive, typhoon, nature, rent, coconut, cuisine : Level 2 (0.72)
charge, funny, hold, notice, mango, kuala-lumpur, spoon : Level 2 (0.99)
sing, singing, vocal, stage, tnt-boy, note, male : Level 2 (0.73)
private, wake, entrance, cheap, cafe, south, kill : Level 2 (1.00)
minute-minute, store, clothes, ice-cream, mcdonald, prefer, indonesia : Level 2 (1.00)
english, tagalog, accent, proper, earlier, walk-hill, sunday : Level 2 (0.93)
ceremony, dress, trade, sponsor, special, chain, pocket : Level 2 (1.00)
swim, episode, arrive, typhoon, lake, travel, mountain : Level 1 (0.92)
jollibee, fry, fry-chicken, spaghetti, burger, jollibee-jollibee, hot-dog : Level 2 (1.00)
perfect, vibe, grab, ice, beef, remember, break : Level 1 (0.80)
hungry, grocery, lucky, gun, mom, pillow, candy : Level 2 (0.91)
airport, chill, flight, crash, head-hotel, palawan, country : Level 2 (0.71)
random, extra, finally, taxi, fridge, driver, milk : Level 2 (0.96)
town, short, character, worry, owner, paper, king : Level 2 (1.00)
drinking, feed, enter, bigger, city-manila, design, peaceful : Level 2 (0.96)
beach, explore, weather, road, ride, hotel, car : Level 2 (0.75)
view, wedding, marriage, stand, manage, freak, culture : Level 2 (0.67)
perfect, remember, beef, literally, honestly, crazy, sunset : Level 2 (0.67)
vibe, grab, break, clean, care, smile, consume : Level 2 (1.00)
sense, massive, influence, josie, figure, ferris-wheel, catholic : Level 2 (1.00)
security, block, makatus, global, sauce-sauce, ramadan, pot : Level 2 (1.00)
pay, drive, tourist, chocolate-hill, boat, ticket, real : Level 2 (1.00)
lemon, flavour, strong, put, dark, cheer, fill : Level 2 (0.95)
makati, business, modern, avocado, pick, dog, patty : Level 2 (1.00)
",Vx0TqLbcVpc
My Korean-Mother in-law tried Filipino Snacks[ TOO HONEST REVIEW],https://www.youtube.com/watch?v=WpTu2EmNRJI,"rice_pudding, salty_salty_salty, whale_shark, tiger_sugar, whale_sharks, corn_garlic_flavor, sticky_rice, spicy_spicy, taste, biggest_surprise, chocolate_hills, eat, rice, coffee_coffee, kwek_kwek, feel, experience, sweet, snack, bad, milk, corn_garlic, local, kid, delicious, beach, rain, stay, check, water","salty_salty_salty, corn_garlic_flavor, spicy_spicy, corn_garlic, taste, hmmm_taste, snack_beer, original_flavor, snack, garlic_flavor, flavor, bad, spicy, salty, muncher, sweet, bean, peanut, taste_taste, favorite","-1_minutes_time_bit_guys (35.59%)
3_food_filipino_pork_chili (1.69%)
6_sauce_spicy_soy_mayonnaise (10.17%)
20_delicious_yummy_tasty_comfort (6.78%)
36_taste_ube_flavor_doughnut (11.86%)
50_stuff___ (1.69%)
71_sapin_laughs_slang_sayote (1.69%)
77_salty_saltiness_salt_kidney (11.86%)
78_tagalog_strategies_language_helpful (1.69%)
86_wohhhhh_smokes_numb_mekom (8.47%)
96_sweet_dizzy_wallet_girlfriend (3.39%)
99_purple_yellow_colour_yam (1.69%)
111_vegetables_salad_onion_green (1.69%)
137_juiciest_favorite__ (1.69%)","spicy, garlic, chili, noodle, sweet-sweet, spice, yum : Level 2 (0.96)
spicy, garlic, chili, noodle, sweet-sweet, spice, yum : Level 2 (0.96)
",WpTu2EmNRJI
BEST OF BOHOL PHILIPPINES  Travel Vlog 2020,https://www.youtube.com/watch?v=X6qNGn3QxTU,"rice_pudding, salty_salty_salty, whale_shark, tiger_sugar, whale_sharks, corn_garlic_flavor, sticky_rice, spicy_spicy, taste, biggest_surprise, chocolate_hills, eat, rice, coffee_coffee, kwek_kwek, feel, experience, sweet, snack, bad, milk, corn_garlic, local, kid, delicious, beach, rain, stay, check, water","chocolate_hills, manmade_forest, bridge, rice, monkey, kid, beach, scar, bad, drive, day, dollar, check, peso, gym, hill, scary, experience, baby, walk",3_food_filipino_pork_chili (100.00%),"wait, nervous, mommy, bunch, chop, sandy, grass : Level 2 (1.00)
adventure, hop, panglao, class, cat, surprise, lapulapu : Level 2 (0.90)
bohol, bohol-bohol, adventure, panglao, hop, class, hill : Level 1 (1.00)
buck, shot, monkey, stair, ship, power, selfie : Level 2 (1.00)
air, sun, plane, local, red : Level 2 (0.86)
plan, money, send, shop, dry, hand, plant : Level 2 (1.00)
wife, relationship, husband, stick, blow, gopro, woman : Level 2 (0.98)
swim, episode, arrive, typhoon, lake, travel, mountain : Level 1 (0.97)
fatty, tasting, choose, concert, star, lip, brad : Level 2 (0.58)
colt, brooklyn, bgc, month, baby, late, carry : Level 2 (0.72)
bohol, bohol-bohol, hill : Level 2 (1.00)
yesterday, camera, shopping, coffee, intestine, option, main-street : Level 2 (0.87)
episode, travel, meeting : Level 2 (0.93)
primate, tarsier, animal, laundry, table, trust, pork-shoulder : Level 2 (1.00)
eye, son, tradition, fall, navy, tomato, max-style : Level 2 (0.57)
beach, explore, weather, road, ride, hotel, car : Level 2 (1.00)
pizza, foot, scared, tricycle, wave, scary, pasta : Level 2 (1.00)
pay, drive, tourist, chocolate-hill, boat, ticket, real : Level 2 (1.00)
beach, air, quick, explore, rain, weather, wet : Level 1 (1.00)
wait, nervous, mommy, bunch, chop, sandy, grass : Level 2 (1.00)
adventure, hop, panglao, class, cat, surprise, lapulapu : Level 2 (0.90)
bohol, bohol-bohol, adventure, panglao, hop, class, hill : Level 1 (1.00)
buck, shot, monkey, stair, ship, power, selfie : Level 2 (1.00)
air, sun, plane, local, red : Level 2 (0.86)
plan, money, send, shop, dry, hand, plant : Level 2 (1.00)
wife, relationship, husband, stick, blow, gopro, woman : Level 2 (0.98)
swim, episode, arrive, typhoon, lake, travel, mountain : Level 1 (0.97)
fatty, tasting, choose, concert, star, lip, brad : Level 2 (0.58)
colt, brooklyn, bgc, month, baby, late, carry : Level 2 (0.72)
bohol, bohol-bohol, hill : Level 2 (1.00)
yesterday, camera, shopping, coffee, intestine, option, main-street : Level 2 (0.87)
episode, travel, meeting : Level 2 (0.93)
primate, tarsier, animal, laundry, table, trust, pork-shoulder : Level 2 (1.00)
eye, son, tradition, fall, navy, tomato, max-style : Level 2 (0.57)
beach, explore, weather, road, ride, hotel, car : Level 2 (1.00)
pizza, foot, scared, tricycle, wave, scary, pasta : Level 2 (1.00)
pay, drive, tourist, chocolate-hill, boat, ticket, real : Level 2 (1.00)
beach, air, quick, explore, rain, weather, wet : Level 1 (1.00)
",X6qNGn3QxTU
Meet Kuya Geo A Filipino-American Twist on Seattle Culture  Kuya Geo,https://www.youtube.com/watch?v=YLPogsvk7ew,"bruce_lee, global_global_global, runs_hitting_harmonies, south_sea, duterte, add, fawkes_night, apply_visa, asian_male, pinoy_planet, panda_salt, debt_trap, pork_shoulder, pork_meat, play_basketball, plant_flag, dollar, build_build, potato, voice, longanisa, john, excite, pictures_pictures, experiences_experiences, watch, butter, night, gram, phone","bruce_lee, asian_male, as, seattle, stereotype, asian, hiphop, identity, kid, grow, meek, kick, artist, watch, oriental, needle, start, space, movie, upbeat","-1_minutes_time_bit_guys (66.67%)
2_weather_hot_fireflies_breeze (3.03%)
7_blonde_pitt_guy_actor (12.12%)
14_investment_aid_billions_dollars (12.12%)
110_monthly_membership_fourth_month (3.03%)
146_appearance_masks_chop_sidekicks (3.03%)","eye, son, tradition, fall, navy, tomato, max-style : Level 2 (0.85)
town, short, character, worry, owner, paper, king : Level 2 (0.51)
eye, son, tradition, fall, navy, tomato, max-style : Level 2 (0.85)
town, short, character, worry, owner, paper, king : Level 2 (0.51)
",YLPogsvk7ew
"Vi & I Visit the Roxas Night Market, Davao",https://www.youtube.com/watch?v=Z9Uz-NUaCG8,"rice_pudding, salty_salty_salty, whale_shark, tiger_sugar, whale_sharks, corn_garlic_flavor, sticky_rice, spicy_spicy, taste, biggest_surprise, chocolate_hills, eat, rice, coffee_coffee, kwek_kwek, feel, experience, sweet, snack, bad, milk, corn_garlic, local, kid, delicious, beach, rain, stay, check, water","shoe, stuff, barbecue, squid, idea, security, tuna, lot, check, ice, fish, cream, shop, bag, black, shirt, enjoy, pink, college, plenty",-1_minutes_time_bit_guys (100.00%),"night-market, pair, shake, fine, etiquette, ground, communicate : Level 2 (0.94)
davao, davao-city, island-hop, margarita, lagoon, siargao, red-bull : Level 2 (0.90)
night-market, pair, shake, fine, etiquette, ground, communicate : Level 2 (0.94)
davao, davao-city, island-hop, margarita, lagoon, siargao, red-bull : Level 2 (0.90)
",Z9Uz-NUaCG8
Filipina British Life in UK May pa request si mister!ðŸ¤ ,https://www.youtube.com/watch?v=ZFpnR0xpdRI,"rice_pudding, salty_salty_salty, whale_shark, tiger_sugar, whale_sharks, corn_garlic_flavor, sticky_rice, spicy_spicy, taste, biggest_surprise, chocolate_hills, eat, rice, coffee_coffee, kwek_kwek, feel, experience, sweet, snack, bad, milk, corn_garlic, local, kid, delicious, beach, rain, stay, check, water","rice_pudding, stick_finger, rice_pudding_cook, cook_rice, rice, milk, cook_rice_pudding, finger_stick_finger, water, oven, john, cook, add, feel, earlier, prefer, weather, evaporate, moment, rain","-1_minutes_time_bit_guys (33.33%)
2_weather_hot_fireflies_breeze (10.26%)
3_food_filipino_pork_chili (2.56%)
4_insects_brake_object_boneless (2.56%)
7_blonde_pitt_guy_actor (2.56%)
8_teacher_sapin_napalm_mok (5.13%)
13_rice_sticky_pudding_terraces (23.08%)
20_delicious_yummy_tasty_comfort (2.56%)
22_video_foreigner_dates_clock (2.56%)
26_approval_worth_combination_times (5.13%)
38_clue_idea_yolk_woman (2.56%)
47_host_blog__ (2.56%)
56_traditions_feast_prosperity_coin (2.56%)
101____ (2.56%)","charge, funny, hold, notice, mango, kuala-lumpur, spoon : Level 2 (0.89)
wife, relationship, husband, stick, blow, gopro, woman : Level 2 (1.00)
rain, wet, dangerous, brother, resort, bar, destination : Level 2 (0.58)
beach, air, quick, explore, rain, weather, wet : Level 1 (0.86)
charge, funny, hold, notice, mango, kuala-lumpur, spoon : Level 2 (0.89)
wife, relationship, husband, stick, blow, gopro, woman : Level 2 (1.00)
rain, wet, dangerous, brother, resort, bar, destination : Level 2 (0.58)
beach, air, quick, explore, rain, weather, wet : Level 1 (0.86)
",ZFpnR0xpdRI
The Legend of The Chocolate Hills  Travel in The Philippines,https://www.youtube.com/watch?v=_oqTNpCNkWs,"ice_cream, ferris_wheel, strawberry_ice_cream, banaue_rice_terraces, baguio, mount_kalugong, chocolate_hills, minute, stuff, minutes_late, enjoy, strawberry, sweet, rocky_mountain, taste, dale_dale_dale, market, mall, start, walk, eat, view, minutes_minutes_minutes, cassava_creamy_cassava, ube, city, leave, hour, halang_halang, coffee_shop","chocolate_hills, island, tarsier, city, bohol, hill, cebu, season, cried, giant, hole, tear, theory, ferry, day, ancient, brown, tired, girl, leave","-1_minutes_time_bit_guys (50.00%)
34_dessert_desserts_chocolate_sweets (50.00%)","bohol, bohol-bohol, adventure, panglao, hop, class, hill : Level 1 (1.00)
bohol, bohol-bohol, hill : Level 2 (1.00)
primate, tarsier, animal, laundry, table, trust, pork-shoulder : Level 2 (0.99)
pay, drive, tourist, chocolate-hill, boat, ticket, real : Level 2 (1.00)
bohol, bohol-bohol, adventure, panglao, hop, class, hill : Level 1 (1.00)
bohol, bohol-bohol, hill : Level 2 (1.00)
primate, tarsier, animal, laundry, table, trust, pork-shoulder : Level 2 (0.99)
pay, drive, tourist, chocolate-hill, boat, ticket, real : Level 2 (1.00)
",_oqTNpCNkWs
"17 MUST DO THINGS in SIARGAO, PHILIPPINES",https://www.youtube.com/watch?v=aYxT9tCrADc,"damian, costs_pesos, cookies_cream, island, beach, spot, damian_check, super, nido, salmon_cream_cheese, gas_station, super_super, palm_tree, rain, cruise, brother, eat, hours_hours, walk, shoe, boat_tour_canceled, honestly, water, delicious, siargao, couple, rice, hour, minute, favorite_pagkain","costs_pesos, island, spot, super, super_super, palm_tree, beach, siargao, island_hopping, wake_park, rope_swing, jellyfish_lake, load, surf, honestly, tour, water, boat, chill, rock",0_philippines_island_super_filipino (100.00%),"davao, davao-city, island-hop, margarita, lagoon, siargao, red-bull : Level 2 (0.99)
photo, session, goodness, hair : Level 2 (0.97)
swim, arrive, typhoon, nature, rent, coconut, cuisine : Level 2 (1.00)
private, wake, entrance, cheap, cafe, south, kill : Level 2 (1.00)
lake, mountain, spend, cloud, palm-tree, cheaper, jeepney : Level 2 (1.00)
swim, episode, arrive, typhoon, lake, travel, mountain : Level 1 (1.00)
answer, list, question, week, chris, journey, beginner : Level 2 (1.00)
issue, story, advice, term, recommendation, neighborhood, highly-recommend : Level 2 (0.66)
perfect, vibe, grab, ice, beef, remember, break : Level 1 (0.93)
distance, cream, epic, style, straw, sizzle, load : Level 2 (0.84)
airport, chill, flight, crash, head-hotel, palawan, country : Level 2 (0.71)
swing, follow, sea, develop, write, hostel, dive : Level 2 (1.00)
beach, explore, weather, road, ride, hotel, car : Level 2 (1.00)
rain, wet, dangerous, brother, resort, bar, destination : Level 2 (1.00)
perfect, remember, beef, literally, honestly, crazy, sunset : Level 2 (1.00)
jump, cliff, waterfall, kawasan-fall, stay-tune, cebu-cebu, online : Level 2 (1.00)
vibe, grab, break, clean, care, smile, consume : Level 2 (0.89)
pizza, foot, scared, tricycle, wave, scary, pasta : Level 2 (1.00)
pay, drive, tourist, chocolate-hill, boat, ticket, real : Level 2 (1.00)
bowl, time, recipe, stop, christmas, mother, law : Level 2 (0.55)
beach, air, quick, explore, rain, weather, wet : Level 1 (1.00)
davao, davao-city, island-hop, margarita, lagoon, siargao, red-bull : Level 2 (0.99)
photo, session, goodness, hair : Level 2 (0.97)
swim, arrive, typhoon, nature, rent, coconut, cuisine : Level 2 (1.00)
private, wake, entrance, cheap, cafe, south, kill : Level 2 (1.00)
lake, mountain, spend, cloud, palm-tree, cheaper, jeepney : Level 2 (1.00)
swim, episode, arrive, typhoon, lake, travel, mountain : Level 1 (1.00)
answer, list, question, week, chris, journey, beginner : Level 2 (1.00)
issue, story, advice, term, recommendation, neighborhood, highly-recommend : Level 2 (0.66)
perfect, vibe, grab, ice, beef, remember, break : Level 1 (0.93)
distance, cream, epic, style, straw, sizzle, load : Level 2 (0.84)
airport, chill, flight, crash, head-hotel, palawan, country : Level 2 (0.71)
swing, follow, sea, develop, write, hostel, dive : Level 2 (1.00)
beach, explore, weather, road, ride, hotel, car : Level 2 (1.00)
rain, wet, dangerous, brother, resort, bar, destination : Level 2 (1.00)
perfect, remember, beef, literally, honestly, crazy, sunset : Level 2 (1.00)
jump, cliff, waterfall, kawasan-fall, stay-tune, cebu-cebu, online : Level 2 (1.00)
vibe, grab, break, clean, care, smile, consume : Level 2 (0.89)
pizza, foot, scared, tricycle, wave, scary, pasta : Level 2 (1.00)
pay, drive, tourist, chocolate-hill, boat, ticket, real : Level 2 (1.00)
bowl, time, recipe, stop, christmas, mother, law : Level 2 (0.55)
beach, air, quick, explore, rain, weather, wet : Level 1 (1.00)
",aYxT9tCrADc
Cebu City -  Fort San Pedro made from corals - Philippines,https://www.youtube.com/watch?v=bAn0qP3BHcI,"avoid_scammed_broken, hong_kong, feel, cebu_city, drinking_etiquette, chicken, meet, family, sing, eat, drink, father, brother, heal_broken_heart, start, sleeping_beauty, dr_wine, call, broken_heart_feels, talk, spanish, hotel, stuff, culture, trip, money, tomorrow, tour, restaurant, break","cebu_city, san_diego, lapulapu, tour, guide, house, castle, magellan, spanish, guitar, cross, san, hero, banana, coral, monument, note, driver, lapu, war","-1_minutes_time_bit_guys (38.24%)
0_philippines_island_super_filipino (17.65%)
8_teacher_sapin_napalm_mok (2.94%)
10_champs_steps_gate_final (5.88%)
14_investment_aid_billions_dollars (2.94%)
15_nice_friendly_sundae_lovely (2.94%)
16_table_double_unofficial_list (2.94%)
21_light_session_makeup_electricity (2.94%)
26_approval_worth_combination_times (2.94%)
52_banana_bananas_ketchup_type (5.88%)
72_fantastic_incredible_amazing_salons (2.94%)
90_entrance_walls_station_kinda (2.94%)
103_lovely_satisfying_bliss_happiness (2.94%)
132_unreal_underwater_rain_season (2.94%)
147_comments_reviews_detailed_stuff (2.94%)","adventure, hop, panglao, class, cat, surprise, lapulapu : Level 2 (0.84)
adventure, hop, panglao, class, cat, surprise, lapulapu : Level 2 (0.84)
",bAn0qP3BHcI
Is This The BEST Filipino Restaurant in Malaysia! ðŸ‡µðŸ‡­ (Kuala Lumpur Mukbang ðŸ‡²ðŸ‡¾),https://www.youtube.com/watch?v=bKCr62Dk7Us,"boracay_island, beach, water, mabuhay_laguna_restaurant, hotel, fun, egg_pudding, walk, head, stay, sizzling_sisig, ferris_wheel, bum_gun, guess, eat, feel, hour, cebu, super, god, minute, night, ocean, perfect, bed, literally, leave, view, sizzling_sisig_pork, coffee","mabuhay_laguna_restaurant, egg_pudding, sizzling_sisig, sizzling_sisig_pork, chili_garlic, church_service, jelly_jelly, soup_soup, restaurant, steamed_rice, soy_sauce, taste, eat, malaysia, dish, chili, sisig, meatloaf, pepper, sunday","-1_minutes_time_bit_guys (18.18%)
3_food_filipino_pork_chili (36.36%)
9_pork_ribs_meat_shoulder (9.09%)
46_busy_weekend_queue_rush (9.09%)
62_jelly_pudding_jackfruit_milk (9.09%)
134_nana_bad_lot_ (9.09%)
144_bernard_question_sir_time (9.09%)","remind, bite, fried, roasted, bit, wrong, pie : Level 2 (0.99)
juice, pineapple, straight, compare, fruit, deal, snack : Level 2 (1.00)
adobo, food, insect, veggie, tender, atchara, dip : Level 2 (0.73)
charge, funny, hold, notice, mango, kuala-lumpur, spoon : Level 2 (1.00)
sing, singing, vocal, stage, tnt-boy, note, male : Level 2 (0.96)
english, tagalog, accent, proper, earlier, walk-hill, sunday : Level 2 (0.97)
ice, deep, pour, storm, breakfast, super-super, happen : Level 2 (0.50)
perfect, vibe, grab, ice, beef, remember, break : Level 1 (1.00)
random, extra, finally, taxi, fridge, driver, milk : Level 2 (1.00)
perfect, remember, beef, literally, honestly, crazy, sunset : Level 2 (1.00)
vibe, grab, break, clean, care, smile, consume : Level 2 (0.99)
spicy, garlic, chili, noodle, sweet-sweet, spice, yum : Level 2 (1.00)
remind, bite, fried, roasted, bit, wrong, pie : Level 2 (0.99)
juice, pineapple, straight, compare, fruit, deal, snack : Level 2 (1.00)
adobo, food, insect, veggie, tender, atchara, dip : Level 2 (0.73)
charge, funny, hold, notice, mango, kuala-lumpur, spoon : Level 2 (1.00)
sing, singing, vocal, stage, tnt-boy, note, male : Level 2 (0.96)
english, tagalog, accent, proper, earlier, walk-hill, sunday : Level 2 (0.97)
ice, deep, pour, storm, breakfast, super-super, happen : Level 2 (0.50)
perfect, vibe, grab, ice, beef, remember, break : Level 1 (1.00)
random, extra, finally, taxi, fridge, driver, milk : Level 2 (1.00)
perfect, remember, beef, literally, honestly, crazy, sunset : Level 2 (1.00)
vibe, grab, break, clean, care, smile, consume : Level 2 (0.99)
spicy, garlic, chili, noodle, sweet-sweet, spice, yum : Level 2 (1.00)
",bKCr62Dk7Us
