Video Id,Video Title,Doc Name
VUg23n16wuU,AUSTRALIA VS PHILIPPINES (Part 1) | WORLD SUPREMACY BATTLEGROUNDS REACTION,1399
VX3AgEC1JJ0,What Boracay is ACTUALLY LIKE AT NIGHT (I did not expect this) 🇵🇭,1400
VXWFdonv_-Q,Mexican Guy Tries JOLLIBEE For The First Time • FILIPINO MUKBANG w/ @JayGrubz,1401
VbOmWcb5_B0,This Filipino Food Taste Amazing When Used As Filling!,1402
VkxyXIhAXlA,Culture Shocks i experienced in the Philippines | My Story as a  Foreigner in the Philippines,1403
VlDzJIgBk4w,Trying Spiciest Filipino Food🌶️Bicol Express and Sili Ice Cream VOLCANO LEVEL!🔥,1404
Vl_ApxUIAmE,FOREIGNER MAINTAINING A HOUSE IN THE PHILIPPINES | Buying a House 🇺🇸 🇵🇭,1405
VoUdWRHkDwA,🇵🇭| WE were REALLY SURPRISED. [CHOCOLATE HILLS] Cruise from CEBU Around BOHOL.,1406
VqZz_jaSGGk,FOREIGNER LIFE IN MANILA PHILIPPINES |RAW VLOG | WALKING AROUND MALATE MANILA,1407
VvSHdSdi2vY,Foreigners eating REAL Filipino Food! | Food tour of Marikina Manila,1408
Vx0TqLbcVpc,I'm FINALLY in the Philippines - Manila 1st Impressions 🇵🇭,1409
Vy12l-WwqlQ,Waleska & Efra react to Daniel Padilla for the first time ft Moira De La Torre - Mabagal,1410
VyT9m0MKU68,Kumain ang mga banyaga ng Filipino dessert!?,1411
W-ADbqq6ZQA,"Romantic, old fashioned girls in the Philippines",1412
W0XKBx8rEHI,My Foreign Friends trying Filipino Leche Flan,1413
W2FP5LKON34,V318 - Pt 42 FOREIGNER BUILDING A CHEAP HOUSE IN THE PHILIPPINES - Retiring in South East Asia vlog,1414
W35rxGezBgQ,FOREIGNERS impressed by THE BEAUTIFUL VIEWS of the PHILIPPINES,1415
W4ROTbyOARc,"Foreigners Exploring BEAUTIFUL Vigan, Philippines! Have we gone BACK in Time?!?!",1416
W6KsUlgANow,When a Filipino choir shines in Japan!,1417
W7D9L49Ez-U,Americans React To BAGYO KA LANG!! PINOY KAMI! Filipino Funny Moments!,1418
W7Uxblb_Sxg,OUR LIFE IN THE PHILIPPINES 🇵🇭 - How to Make Coconut Yoghurt - Foreigner and Filipina Wife VLOG,1419
W9OyX8n8cRk,$1 Halo-Halo In Rural Siargao Philippines 🇵🇭,1420
W9a4a1WXAuM,Street Food Philippines 2022! BEST LUGAW IN MALOLOS BULACAN? CHEAP Filipino Street Food - Lugaw Goto,1421
WCWlPNhAfX0,Japanese React To Philippines VS USA Funny Video Compilation 2021 Try Not To Laugh,1422
WHhcj9jYdL8,Americans React to The Philippines | The Philippines Proudly Welcomes You,1423
WHl8KIkWauY,Loaning money in the Philippines - The Pitfalls,1424
WJSH3isKuoA,The Best Filipino Singing Comedian| Waleska & Efra react to Kakai Bautista Broadway Musical Medley,1425
WL89vihzjjk,Dutch Family Try BOODLE FIGHT For The First Time!,1426
WPW7Xsq8toA,Reverse Culture Shock as a Korean🇰🇷 from the Philippines🇵🇭pt.5 #cultureshock #korea #philippines,1427
WQIFuWt7KzM,8 Misconceptions Foreigners Have About The Philippines,1428
WQdhMmfJAoc,EVEN SINGING WHILE SWIMMING!!? Latinos React to Filipino Choir Singing SHAKIRA in Swimming Pool,1429
WRHwXkLghAQ,SO MUCH FUN: Grocery Shopping In The Philippines 🇵🇭,1430
WULADRQQbgI,A Foreigner's Guide to Thriving in the Philippines 🇵🇭 #shorts #philippines,1431
WUq2mDgxJJg,"Metal musicians perform ""O Holy Night"" #america #americanmusic #usa 😱/ REACTION",1432
WVM79wc579E,FOREIGNER reacts to PHILIPPINES ENGLISH (it's so different),1433
WW9Kyk-QMMw,You Can Only Get This at SHAKE SHACK in the PHILIPPINES! #shorts #philippines,1434
WWyZKkQecY4,American fam's first BGC 🇵🇭 experience in the Philippines,1435
WX0t13vt5h4,"10 BEST MOMENTS, Dutch Family Tries Filipino Food!",1436
WYzY9I7BztM,"First impressions of MUNNAR, Kerala 🇮🇳 PARADISE on Earth INDIA",1437
WbRUmB0fkX4,Returning to the Philippines  - Is this the BEST island in the Philippines? 🇵🇭,1438
WhqgEcnZCFI,V391 - FOREIGNER BUILDING A CHEAP HOUSE IN THE PHILIPPINES - RETIRING IN THE PHILIPPINES,1439
WkRpk4bxUIc,Brazo De Mercedes Recipe Try Out! Delicious Filipino Dessert!,1440
Wl9hVsx8y9Y,FIRST TIME SURFING // Siargao Philippines,1441
WlMShsAZcvc,"Karaoke, the National Sport of The Philippines|Waleska & Efra react to Viral Filipino Karaoke singer",1442
WlQiV5soGOs,Americans React to Similarities Between Spanish and Filipino,1443
Wnc6d-DQpNs,This is NOT the Philippines we Remember. It's Changed! Exploring Cebu City,1444
WnlivU5fYD4,MY BRITISH FRIENDS TRY FILIPINO DIRTY ICE CREAM -  Half Pinay in UK | PH UK,1445
Wo47xLE5fuI,"Koreans React to OPM #14 (Eraserheads, Parokya Ni Edgar, Kamikazee) | EL's Planet",1446
WoRXoX0MPdM,Most EXPENSIVE Wedding Dresses of FILIPINO CELEBRITIES - Foreigners Reaction,1447
WpTYLtIrPt8,FOREIGNER LIFE IN MANILA PHILIPPINES | TRYING THE FILIPINO  STREET FOODS |Filipino Street Food Tour,1448
WpTu2EmNRJI,My Korean-Mother in-law tried Filipino Snacks[ TOO HONEST REVIEW],1449
Wr1PRU25AE0,Happenstance | Official Trailer | GagaOOLala (Filipino BL series),1450
WtunSqKWMcY,Age gap in the Philippines (How old is too old?) street interviews,1451
Wv7VO6sSQzM,Things I’ve ONLY seen in Philippines’ supermarkets 🇵🇭,1452
Wx3cDP7oI5g,FOREIGNER LIFE IN MANILA PHILIPPINES |  TRYING THE NEWLY OPENED MACDONALD IN OUR NEIGHBORHOOD,1453
Wyu0OCB7dn4,"AMERICAN FAMILY Tries BALUT for the FIRST TIME in Cebu, Philippines 🇵🇭 | Pinoy Mukbang Philippines",1454
WzWJUP1lCHo,FOREIGNER LIFE IN MANILA PHILIPPINES |KARAOKE NIGHT WITH MY SISTERS | FOREIGNER NOT SATISFIED,1455
X0x8XPorJ50,The girls on Filipino Cupid don't really want to meet you,1456
X0y3NKQwTUs,Filipino Mukbang || American Husband's First Craziest Exotic Filipino Food Mukbang!!!,1457
X3LPZbDZ5FA,Buying Pure Honey from Manila's Street🇵🇭,1458
X4CudpliB9I,JAPANESE REACTION / Japanglish Song Tokyo Bon Namewee Ft.二宮芽生 & Cool Japan TV @亞洲通吃2017 All Eat Asia,1459
X6yDJs77kro,FOREIGNERS TRYING TO GROW A JUNGLE IN THE PHILIPPINES! (VLOG 8 - SIARGAO),1460
X7f8Vb1BpMw,FOREIGNER HUSBAND FORCE TO EAT OCTOPUS LIFE IN THE PHILIPPINES,1461
X9tzqe1sqiE,JAPANESE REACTION / 14 reasons the philippines is different from the rest of the world,1462
XAOsZHe93LQ,Our FIRST Time Experiencing Christmas Spirit in the PHILIPPINES! 🇵🇭 (Vlogmas Day 1),1463
XAWlVODAJ5s,Stranded FOREIGNERS create PHILIPPINES QUARANTINE GAMES,1464
XBYoFIvcMfo,"🇵🇭 American Couple Reacts ""Why The Philippines Has A Lot of Guns But Few Mass Shootings""",1465
XBuwCTU5HR4,American Tries $0.54 Jelly Creamy Drink at Baguio Night Market! 🇵🇭 #shorts #philippines,1466
XCDR6eJpc0M,Americans React to Do Filipinos Speak Spanish? | DEBUNKING MYTHS,1467
XCnOh8Vp4fA,Seeing an ACTIVE VOLCANO in TAGAYTAY 🇵🇭 Didn't Expect This In The Philippines!,1468
XF3-hRlrfNQ,Trying Sweet Snacks from the Philippines! We Love Them,1469
XGxXwtHmpK4,Filipino rock hits different! 🇵🇭👏| Latinos react to Cueshé - Ulan LIVE on wish| Reaction,1470
XHCseJbfqVs,Anime Memes Japanese Reaction,1471
XIMQ5o2to_s,"Japanese React to ""Miss Universe Winners from the Philippines compilation: 1969, 1973, 2015, 2018""""",1472
XKOs_p60BHs,How FILIPINAS beat the competition WORLDWIDE!,1473
XMuEnzg0gmU,Koreans' Who Knows the Philippines Better Challenge!,1474
XONfKXDAtAA,Local Filipinos help a stranded Foreigner in Bohol 🇵🇭 Philippines Travel Vlog Ep 24,1475
XUqomp-z5T8,FIRST IMPRESSIONS of the PHILIPPINES 🇵🇭 This is Cebu city!,1476
XaXEpPcGMeI,FOREIGNER reacts to the FALL Of JOLLIBEE'S International Expansion,1477
XfHV3FHwMI8,"SHOCKING FILIPINO BIRTHDAY FOOD | Pinikpikan in Sagada, Philippines",1478
XfagDObAdLk,✨🇵🇭 TRYING FILIPINO SNACKS |  What is the best Filipino chip (Chiz Curls!? VCut!?)✨🇵🇭,1479
XiAeP_bcYvk,REACTS TO BALUT! I LET MY FRIEND TRIED A FERTILIZED DUCK EGG!// Reacting to Filipino Food /試食受精鴨蛋！,1480
XlooH2CLTIk,We Eat AUTHENTIC Filipino Food Mukbang! (MOST POPULAR FILIPINO FOOD),1481
XndDPtkXmTs,Spanish Women REACTS to PHILIPPINES MYSTERIOUS WATERFALL PARADISE? (Green Garden Of Eden) REACTION 💚,1482
XoXF-xXxTIQ,Rating All The Food From A Filipino Holiday Party!,1483
XpKdCowImvU,TOP 3 FILIPINO 🇵🇭 BEST SINGERS PERFORMCE: AMAZING REACTION 😳,1484
XpgFSSrUoro,Foreigners Invited To A HOME FOR A FIESTA! This Was Heart Warming,1485
XqNY7aG8gxo,EJ Power vs Cali Smoov | Philippines vs USA | Rap Battle [Reaction],1486
XqQ6QqWzQ7U,Foreigner Tries The Strangest Filipino Street Food 🇵🇭,1487
XuAR0zlllaM,Americans React to Philippines vs Indonesia vs Malaysia - Country Comparison!,1488
Y1zJSJiK2Mk,Filipino 101 to Drinking!,1489
Y3RgZGwLA6Y,FOREIGNERS CELEBRATE HOLIDAYS FOR THE FIRST TIME IN THE PHILIPPINES | ISLAND LIFE,1490
Y3XKpz8C_bM,Living in the PHILIPPINES has DONE THIS to my HEALTH 🇵🇭  | Foreigner and Filipina Family TRAVEL VLOG,1491
YBANF9KQl0M,FOREIGNER LIFE IN MANILA PHILIPPINES | RAW VLOG IN LUNETA PART CAN'T BELIEVE  SO MANY PEOPLE,1492
YE6BquBXgmo,This is why EL NIDO is the best island in the WORLD!,1493
YEghAYdSOaI,Arthur Nery and Janine Teñoso perform “Pelikula” 【Japanese Reaction】,1494
YI_-JEdo83Y,Korean REACT  Filipino food GInisang monggo first time.,1495
YJpqmd1FM_8,"Japanese React to ""You Know You're Dating a Filipina When...""",1496
YNgCg9eF474,WHY THE WORLD  LOVES THE PHILIPPINES?🇵🇭,1497
YNjvhHBsX9M,"Foreigners Visit Guimaras, The Famous Mango Island! 🇵🇭",1498
YQGnYrAuHi8,Americans React to TOP 10 International Movies Shot in the Philippines,1499
YQVNQmbKwSE,RAINY SEASON IN THE PHILIPPINES / FOREIGNER LIVING IN THE REMOTE COUNTRYSIDE LIFE IN THE MUD MUD,1500
YR0ftQ2eIis,Foreigners invited to a Local Filipino Birthday Party + Travel Workout Guide - Philippines Vlog Ep10,1501
YSVXbP18z0Y,"Japanese React to ""14 Reasons the Philippines Is Different from the Rest of the World""",1502
YT48HwKrJFg,WATCH THIS LOCAL FILIPINO FARMER INSPIRE A FOREIGNER (No Aswang),1503
YUxJ-pihbXc,"Trying Your Favorite Summer Dishes | Philippines, Australia, Spain",1504
YY0-yK2SRi4,Foreigner loves the Province in the beautiful Philippines | Simple life 🇵🇭,1505
Y_iMpzLuUUQ,I Tried The Philippines Most POPULAR Snacks… and they SHOCKED Me! 🇵🇭,1506
YafWN3flXTU,Filipino singers who went viral by Korean singers!,1507
Yao1GGe9HQI,You Know You're Dating a FILIPINO Man When...,1508
YdQVgdHpk20,WHY I LOVE 🇵🇭DUTERTE’S REGIME AS A FOREIGNER IN THE PHILIPPINES | SCARED of going to my country😭,1509
YdUNrsq6eTE,V370 - Pt 89 FOREIGNER BUILDING A CHEAP HOUSE IN THE PHILIPPINES - Retiring in South East Asia vlog,1510
Yfu02WSFtR0,This is why the Philippines is filled with singers!Waleska & Efra react to Elementary School singing,1511
YkPiTga-xNI,What It's Like To Have A FILIPINO BOYFRIEND | Smile Squad Comedy,1512
YlCbs7D1-Aw,Returning To Philippines Via BACKDOOR (Sea Travel Sabah to Tawi-Tawi),1513
Yvz9sWS6Tfc,FOREIGNER reacts to 🇪🇸 SPANISH vs 🇵🇭 CHAVACANO - can they understand each other?,1514
YwLkZXeGCDI,Foreigners first impressions of the Philippines during Fiba World Cup 2023 | REACTION,1515
YxKxOYvDqcg,FOREIGNERS react to TOP 10 UNIVERSITIES in the Philippines 2020,1516
Z-N_NyiQhbY,"Night Out In Cebu City, Philippines - Mango Square | Ep. 5 | HD",1517
Z2BsmG-sqdY,FILIPINO HUNGARIAN COUPLE'S LOVE STORY! From Long Distance Relationship to Married,1518
Z2h_Jj0ahGc,"Surprising My Filipina Girlfriend after 1 year LDR! - flying to Manila, Philippines from USA",1519
Z7RIYLXahfE,Is Kev STYLISH in the Philippines?! #reaction #funnycomments #philippines,1520
Z8g0zOt_c9g,"Crazy Potato Recipes | Philippines, Peru, China, Turkey, Korea",1521
ZB1JAWYtIbg,Filipina British Life in UK: ANG SAYA! NAKAUSAP KO SI IDOL😁,1522
ZCUtAYlt-eA,"Latinos react to Filipino Karaoke Party ft Garrett Bolden, Josh Adornado, Jong Madaliday",1523
ZDNvw9fsmMg,Having a BLAST in MANILA with famous FOREIGNER YOUTUBERS in the PHILIPPINES,1524
ZDQP4SRfrpg,First Modern City Of The Philippines 🇵🇭 (Eastwood City),1525
ZFpnR0xpdRI,Filipina British Life in UK: May pa request si mister!🤠,1526
ZHxnWGnmTEk,Americans React to 5 Wacky Things About Filipino Culture,1527
ZIrqsRSprnY,"FIRST TIME in CEBU City, Philippines 🇵🇭",1528
ZKv35nYm5aw,The Most Interesting FILIPINO food in LONDON | Finding Filipino Food Season Finale,1529
ZLZYGufLzE4,"for 95 CENTS, I Eat This EVERY DAY in the Philippines - Here's Why",1530
ZLfzADdFjMQ,SAPIN SAPIN | first try making this Filipino dessert,1531
ZMHdMN0B3QI,Dutch Family Tries Pininyahang Manok Filipino Food,1532
ZMHvYD5TXb4,HALAL FILIPINO STREET FOOD! Quiapo Manila's MUSLIM TOWN FOOD TOUR! Manila Street Food Philippines,1533
ZO1C9yQkQIw,Philippines. Can A Foreigner Live On $500 a Month?,1534
ZPgfFMFylaY,World's Greatest Filipino Dancers!,1535
ZScibK4HDx4,FOREIGNER reacts to PHILIPPINES most ambitious BILLIONAIRE,1536
ZTiFnGBMgKU,What's Manila Like? Philippines 1st Impressions 🇵🇭,1537
ZUWFIXxkWhs,Communication Breakdown (American Tries Learning Filipino Language),1538
ZVby29B088Q,Koreans React to Korean Garbage in the Philippines | EL's Planet,1539
ZW1OlEou84s,FILIPINA WIFE GIVING OUT CHRISTMAS GIFT IN THE CROWDED OVER POPULATED COMMUNITY / EXPAT PHILIPPINES,1540
ZWTRWKPcndE,Should The PHILIPPINES Change Its Name? | THIS MADE US ANGRY! | Foreigners REACT!,1541
ZXJ1Ebsux4g,TWINS REACTS TO 14 REASONS THE  PHILIPPINES IS DIFFERENT FROM THE REST OF THE WORLD,1542
ZXRChhajpic,They Dint Fell SAFE in Philippines | REACTION VIDEO,1543
ZZ0ASsbRO6w,Japanese Girl Falls In Love With Filipino Food In Mooncafe Philippines,1544
ZaFOr3yomLg,Foreigner trying “Filipino Unique Street Food” For the first time 😳,1545
ZcyO-ggx5tQ,Random Americans Pick Their Favorite Filipino Chips?!,1546
ZdELq23qUTQ,Foreign Reaction to Filipino Kare Kare 🤤❤️,1547
ZfRf8dyBgBg,How to Be Content (Filipino Style) | John Smulo,1548
ZiQ2oipEO5M,FOREIGNER'S LIFE IN MANILA PHILIPPINES |GENERAL CLEANING OF  OUR CONDO |FILIPINA INDIAN VLOG,1549
Zih_iGT9wM8,FIRST TIME IN SIARGAO + STUDIO TOUR PHILIPPINES,1550
ZiyjvKUTBjA,We Tried FILIPINO SNACKS for the FIRST TIME! (HUGE MUKBANG),1551
Zj13Z_H48nA,FIRST ISLAND HOPPING IN PHILIPPINES BLEW US AWAY! Hungarian Family in El Nido Paradise!,1552
ZjZ9hap6gGI,Foreigner Burial (Private -VS -Public) Philippines 2 of 2,1553
Zo6TM_iRyJc,Americans React to Filipino Street Food at Roxas Night Market in Davao! (Best Ever Food Review Show),1554
ZvEL7DCJs5k,Watch IRL basketball MVP and volleyball hottie madly in love in Filipino gay series “In Between”!,1555
ZvRGNzNuUx8,Lechon Heaven in the Philippines 🐷 Cebu's Street Food 🇵🇭,1556
Zw9Cj-bT-5U,Best Street Food in the Philippines - Manila's Famous Ugbo Street 🇵🇭,1557
ZwnCQ9UB2gM,Foreigner and Filipina Living in the Philippines 🇵🇭,1558
Zx2f6g7x_FI,🌲When the cover is 💯 better than the original.,1559
ZyHLNHQMlCg,A Foreigner's Guide to Thriving in the Philippines 🇵🇭 #shorts #philippines,1560
_0flcFZKaH8,(PART 2) Trying Filipino Cuisine For The First Time • So Good I Broke My Chair,1561
_1IE7uMo8iU,"Trouver un stage à Manille, Philippines - 8 astuces",1562
_3hVuFqtGA8,Jiggly Caliente Reacts to Drag Race Philippines,1563
_4SSzYOzkG0,Philippines Market Hunt 🇵🇭,1564
_5ZwLBjVJ30,Lessons to learn from the Philippines | Latinos react to Help - john farnham cover by Dong hae,1565
_79OZZQRZN4,IGNORING MY BOYFRIEND PRANK!! *He Cries!!* [International Couple],1566
_8WB6DhU0PE,Paying Strangers to eat BALUT for the FIRST TIME (Duck Embryo),1567
_AWKKCUJnk0,How to travel Philippines - Watch this before coming! (Finally Open?),1568
_DWXlySq7p4,🇵🇭AMERICAN LOVE FILIPINO FOOD IN BAGUIO CITY PHILIPPINES,1569
_DsfnSv_ATY,SELLING OUR HOUSE AND LOT TIME TO LET GO / EXPAT LIFE IN THE PHILIPPINES,1570
_E793opBr8A,ANOTHER FILIPINO WITH MIC 🎤 || NEVER ENOUGH COVER 🇵🇭,1571
_GbBvDWLMn4,"Filipino BISAYAN ROCK FOR THE FIRST TIME| Latinos react to Missing Filemon performs ""Sine-Sine"" LIVE",1572
_GiN0VZUEyA,Foreigner and Filipina House Build Philippines Never Enough I 16Sep22. @LeRocphilippines5539,1573
_GpDIW5r5uw,Foreigner speaks DEEP BISAYA with local Filipina 🇵🇭 Camiguin Philippines Vlog,1574
_HSQsi3Ol-Q,Korean reaction to 7 Filipino Values that every Filipino should be proud of!,1575
_IjUsVx6WVg,Foreigners Love Philippines! Does Christmas Better?,1576
_Ix_PQ-EePU,Foreigner and Filipina House Build Philippines 1 Nov 22. @LeRocphilippines5539,1577
_KB5xVXcRUs,KUMAIN NG TUYO (MY AMERICAN GIRLFRIEND TRIES DRIED FISH) | Filipino x American Couple 🇵🇭🇺🇸,1578
_L2Uqpw4MtU,"Foreigners INCREDIBLE Experience at SEA Games Opening Ceremony 2019, Philippines!",1579
_M3ScFB7d8w,Trying LECHON + SILOG in the Philippines - Cebu Food Tour,1580
_NDGwUzXNFM,I got SICK in the PHILIPPINES | Foreigner and Filipina living in the Province | House Build Update!,1581
_NM4uI_ntX8,Filipino Rap hits different 🔥 |Latinos react to Flow G performs “Praning” LIVE on Wish 107.5 Bus,1582
_N_a7oVNfrg,Brits React To FILIPINO Snacks On The Bus To MANILA 🇵🇭,1583
_SqrtpMVLOc,Even the Firefighters !? Latinos React to Filipino FIREFIGHTERS Singing Christmas Carols,1584
_TI7w3rOAyg,Foreigner's First Time to Eat Bamboo in The Philippines!,1585
_U68ozbzkqg,First Time Experiencing BGC Nightlife in the Philippines | Christmas Celebration on Friday Night 🇵🇭,1586
_UgMjYOmuZI,Latinos react to Viral singer sa inuman pt1 😱,1587
_VyIplCMi4A,Pinoy Food Reaction Video 2020 - Cooking your dish - BIKO,1588
_WhpGoorhDE,Foreigners FIRST IMPRESSION About MANILA PHILIPPINES?! 🤔🇵🇭,1589
_XGyyuBHo0o,Trying FILIPINO ALCOHOL For The First Time Part 2 (It gets crazier!),1590
__MnmdBYVoc,Philippines Travel Guide 🇵🇭 - WATCH BEFORE YOU COME!,1591
_aAeGztwbpw,Trying FILIPINO SNACKS for the FIRST TIME! 🇵🇭,1592
_aE7MDvvfJc,Filipina women on dating a foreigner in the Philippines (street interviews),1593
_c_LJimQ1zg,FILIPINO MOM proves Filipinos have the BEST ACCENT in the WORLD! Foreigners Reaction,1594
_eGxfDkte9Y,Philippines Special Forces | Hunt For ISIS Militants | MARAWI BATTLE,1595
_fIQurJlK-0,"The Most Modern City In The World, Foreigners In BGC",1596
_gpzeC-DjFw,FOREIGNERS COMPLAIN ABOUT SIZES AND PORTION IN THE PHILIPPINES | $8 Grocery in the province,1597
_imBxendSy4,V430 - FOREIGNER BUILDING A CHEAP HOUSE IN THE PHILIPPINES - HOW TO MAKE CHEAP ROOF FASCIA,1598
_nJkaMeJESU,I CAN'T STOP KISSING YOU PRANK ON KOREAN JOWA! 🇵🇭🇰🇷[INTERNATIONAL COUPLE],1599
_o75JPAZM1c,Latinos react to KOKOI BALDO for the first time on THE VOICE PH 🥵,1600
_oqTNpCNkWs,The Legend of The Chocolate Hills | Travel in The Philippines,1601
_pKWT4ZcobQ,Only the Toughest Soldiers become Philippines Scout Rangers (Part 2),1602
_q5xGr3Hs04,WHAT HAPPENED ON MY BIRTHDAY? | FOREIGNER BOYFRIEND SPEAKING TAGALOG,1603
_qAiuve2Hus,FOREIGNERS FIRST IMPRESSIONS OF THE PHILIPPINES ft FIBA CUP 2023#filipino #philippines #viral,1604
_qZsmW5IW20,You need to do this in the PHILIPPINES 🇵🇭 Castaway on tropical island in EL NIDO Philippines,1605
_qoxcsCD7kw,I Really Wonder How This Filipino Food (experiment) Will Taste!,1606
_sR1cALLCVg,HOW TO LIVE IN THE PHILIPPINES 2018 (FOREIGNERS),1607
_tTSdojGOtc,MANNY PACQUIAO and WIFE got EMOTIONAL SURPRISE from their kids - FOREIGNERS REACTION,1608
_uim6Fi53TU,Trying pares For the first time in Life🇵🇭,1609
a-lkM4TJwdQ,FOREIGNER LIFE IN MANILA PHILIPPINES | FOREIGNER LIFE IN THE PHILIPPINES #costoflivingphilippines,1610
a0Yr4CejPXg,🇵🇭🇺🇸AFRICAN AMERICANS REACT TO 'WHY I LOVE THE FILIPINO ENGLISH ACCENT' (THIS...WAS..UNBELIEVABLE😢),1611
a1Pd3XPaAuE,"We ate EVERY 🇵🇭 Filipino street food in Cebu City, Philippines (even balut!)",1612
a1g3kt4XLfo,Foreigners Learn How to Cook PHILIPPINES SINIGANG 🇵🇭 The Best Soup in the World,1613
a5cK154znmQ,THE SAD REALITY OF BEING A FILIPINO,1614
a7_MFtNKfHc,JAPANESE REACTION | Top 16 Swimsuit Competition | Miss Universe Philippines 2021,1615
a8kwJYMSyFI,My Honest Opinion after 3 Years as a Foreigner Living in the Philippines.,1616
a9ss9hxdc_g,Americans React to Top 10 Scary Filipino Urban Legends,1617
aDMij0Q5trA,V304 - Pt 28 FOREIGNER BUILDING A CHEAP HOUSE IN THE PHILIPPINES - Retiring in South East Asia vlog,1618
aDQQVIQowL0,A Foreigner in the Philippines Live Stream,1619
aFsqqv6Hy8k,First Time - Red Sand Beach! | Trying Filipino Corn Snack | Filipino American Couple 🇵🇭🇺🇸,1620
aHXJvqCqhyc,Waleska & Efra react to Philippines Masked Singer for the first time,1621
aIOMYGTHqqA,How Much Can $1 Get You in the Philippines?,1622
aJ3H99d41l0,MUST VISIT Mall in The Philippines! (TriNoma) 🇵🇭,1623
aJKIYEvF8u8,A Foreigner's Guide to Thriving in the Philippines 🇵🇭 #shorts #philippines,1624
aLXp5M1mdoo,TRYING FILIPINO FOOD FOR THE FIRST TIME! |먹방| 吃播 | Crispy Pata + Lechon Kawali + Pork Sisig + Adobo|,1625
aNTEtfr81E4,What Are You Bringing To The Table?,1626
aRVWwPgSOkk,"SIARGAO, PHILIPPINES day in my LIFE! foreigner lives in Philippines",1627
aSvGcCDoVt0,Foreigners German Filipino Island Party,1628
aTiISTBaLkg,Onion skin - Bruised Filipino pride,1629
aW1C2JvSSHg,BOHOLS CHOCOLATE HILLS And TARSIERS 🇵🇭 The BEST Of BOHOL THE PHILIPPINES,1630
aW91mGf5Wqk,"🇳🇬 American Couple Reacts ""An Investigation of The Rich Vs The Poor in Nigeria""",1631
aWZn_t9j6YA,WHY DO FOREIGNERS LOVE BGC? | VISITING VENICE GRAND CANAL MALL,1632
aYJ0w1ZQfYg,Lost in Cebu | Philippines Travel Vlog,1633
aYc5vE28Big,Filipino Kids Nailing English Songs!,1634
aYxT9tCrADc,"17 MUST DO THINGS in SIARGAO, PHILIPPINES",1635
a_nHmORJuW0,What do Indians think of the Philippines (random street interviews),1636
abYIe3yt2E8,Latinos react to Philippine's AMAZING LIVE MUSIC CROWDS!,1637
acKZvccZpiI,FOREIGNER reacts to AMERICANS Try JOLLIBEE For The FIRST TIME,1638
acp-2bET9Tk,Waleska & Efra react to Top 10 Filipino singers who went Viral on youtube | 1/2| FIRST TIME REACTION,1639
affyMammfp4,Foreigners New Home And Neighbourhood Tour Philippines,1640
afsIRMFQR3U,THIS IS WHY WE CHOOSE TO LIVE IN THE PHILIPPINES PROVINCE | Foreigner and Filipina Wife Family VLOG,1641
ag1cLigOqas,FOREIGNER reacts to MIKEY BUSTOS 'Flowers' Parody! (NOT what I expected!),1642
aiF84sKG90U,FIRST Time in BOHOL - Foreigners Explore the Philippines,1643
aiWO5CxPUXk,WE MOVED TO THE PHILIPPINES TO DO THIS 🇵🇭 Foreigner and Filipina family travel VLOG,1644
aj6yPs9Z5sc,FILIPINO FOOD VLOGGER - FOREIGNER COOKING CHICKEN ADOBO AT HOME,1645
aj7o4FXVsFE,THE NEW MACTAN AIRPORT|THE BEST IN THE PHILIPPINES/새로운 막탄 공항,1646
alFcZ3YZSig,CHEAP HOUSE RENT $40 PER MONTH | COST OF LIVING IN THE PHILIPPINES | SIQUIJOR ISLAND |,1647
alXi7ylcI14,American Kids Try FILIPINO FOOD - Foreigners Reaction,1648
anOwLiXRa5w,First Impression of Manila 2022 - We Did Not Expect This,1649
anSOkTr4ugk,In laws trying more pinoy food! | Filipino Dutch Family,1650
apd8JY86i4s,Foreigner in the University of the Philippines! With Mica Pineda,1651
apfF4AzYE0Q,Foreigner rating Philippines #philippines #tourist #cultureshock #manila,1652
asVHaM9QXzQ,filipino dishes from the kitchen - 6 (adobo swordfish),1653
asu08Wn49HE,FOREIGNERS FILIPINOS MOTOR ROADTRIP - Philippines Province Exploring Fun Life,1654
atMwIFVnrnk,The myth of the rich foreigner from Australia,1655
ata_KjyCz4M,Trying Filipino Boodle Fight for the First Time | UK Man's Reaction,1656
atnu-6Av7KQ,Foreigner Speaking Tagalog & Buying Pandesal In The Philippines,1657
auC65HEaRQI,Americans React to Filipino Accent Challenge!,1658
avVOKbL4dpI,"The BIGGEST MALL IN SE ASIA in Manila, Philippines  | Foreigner OVERWHELMED|",1659
ax27NUdQQz8,"Hazem REACTION to the ""SCHOOL of Our NIECES"" in the PHILIPPINES 🇵🇭",1660
b-b-n3jj9Zk,FOREIGNERS react to PINOY ARCHITECTS crazy HUGE home!,1661
b21dwnHHSig,CELEBRATING PRIDE IN THE PHILIPPINES 2022 🇵🇭🏳️‍🌈,1662
b2BiKjTyqII,Americans React to Philippines Animals | 10 RARE Animals Only Found in the Philippines,1663
b2OS-bv_9ts,Foreigner Rides Carabao + Food Tasting 🇵🇭 Province Life PHILIPPINES,1664
b4CKtc5lKNM,FOREIGNERS Day In A Life in the Philippines | I COULD LIVE HERE...,1665
b6qUzEN6--g,Insane Filipino Live Crowds!,1666
