Video Title,Link,HLTA Topics
Foreign Reaction to Banana Cue,https://www.youtube.com/watch?v=ER6HL3A5c8M,"Level 4
freak, performance: (1.00)
mango, fruit, vegetable: (0.73)
cheaper, cheap: (1.00)
chocolate, cream, creamy: (0.95)
eat, sweet, cheese, meal, mukbang, spicy-spicy: (0.94)
fan, quality, feeling: (0.78)
smell, garlic, dessert, sour, salty, bite, snack: (0.59)
fry, chicken-chicken, tomato, potato, plate, soft, barbecue: (0.88)
cook, cooking: (1.00)
sell, bang, leachon: (0.62)
flavor, delicious, spicy: (0.88)

Level 3
mango, fish, fruit, chocolate, fresh, pizza, hungry: (0.96)
body, shot, dead, eye, photo, cat, picture: (0.53)
rice, chicken, meat, pork, dish, vinegar, beef: (0.59)
taste, sauce, flavor, delicious, spicy, eat, smell: (1.00)

Level 2
taste, sauce, flavor, rice, chicken, delicious, meat: (1.00)

Level 1
taste, sauce, flavor, rice, chicken, delicious, meat: (1.00)"
Top 10 Filipino Singers who went Viral on Youtube (Reaction),https://www.youtube.com/watch?v=EVaPduUL7lQ,"Level 4
power, solar: (1.00)
sit, evening, sleep, bus, tower, station: (1.00)
energy, soul, summer, late: (0.56)
lie, pain, pie: (0.79)
instagram, follow, message, lifestyle: (0.93)
sunday, loud, science-science: (0.61)
singing, sing: (1.00)
deal, phone, paper: (0.70)
son, mama, jesus, lord, tent: (0.86)
body, eye, human: (0.65)
voice, listen, talent: (0.67)
middle, town, hole, cloud, incredible: (0.80)
clean, careful, step, dog, cut: (0.51)
blue, white, dark, sky, brown, black, skin: (0.94)

Level 3
instagram, follow, mike, news, message, suggestion, thumb: (0.83)
body, shot, dead, eye, photo, cat, picture: (0.53)
song, singing, sing, voice, lyric, opm, song-song: (1.00)
power, bank, energy, soul, solar, money-money, card: (0.51)

Level 2
singer, song, vocal, singing, sing, feature-friday-feature-friday, feature-friday: (1.00)

Level 1
singer, song, vocal, singing, sing, feature-friday-feature-friday, feature-friday: (1.00)"
Foreigners REACT to Popular Filipino Snacks 🇵🇭,https://www.youtube.com/watch?v=EhjwtOwsfCQ,"Level 4
build, building: (1.00)
peanut, corn, chip, butter, nut: (1.00)
shrimp, seafood: (1.00)
peso, price, dollar: (0.93)
pick, start, notice, comfortable, process, difference, boy: (0.67)
insane, imagine, actual, key, arm, funny, leg: (0.72)
feel, wrong, scared, nervous: (0.65)
gift, form, special, santa: (0.97)
school, class, parent, study, education, father: (0.61)
menu, restaurant: (1.00)
lie, pain, pie: (0.97)
cheaper, cheap: (1.00)
chocolate, cream, creamy: (1.00)
situation, issue, mind, matter, business, story: (0.64)
rice-rice, rice: (1.00)
challenge, bad-bad, san-miguel: (0.78)
eat, sweet, cheese, meal, mukbang, spicy-spicy: (1.00)
change, screen, angry: (0.91)
eat-eat, africa, health-benefit: (0.95)
drink, beer: (1.00)
close, dream, strange: (0.71)
coffee, bread, breakfast, cup: (0.98)
sweet-sweet, candy, purple, caramel, red: (1.00)
ice-cream, spoon, dip, mix, noodle, ube, lumpia: (0.96)
type_, famous, popular, style: (0.93)
perfect, honest, color, natural, tiny, range: (0.98)
light, sunset, drop, destination: (0.66)
extra, list, double: (0.90)
brand, strawberry, solid, yum: (1.00)
typhoon, river: (1.00)
chili, onion, tasty, crunchy, pepper, ingredient, texture: (1.00)
fan, quality, feeling: (0.97)
ball, excited, duck: (0.60)
smell, garlic, dessert, sour, salty, bite, snack: (1.00)
fresh, fish: (1.00)
total, item, massive: (0.90)
middle, town, hole, cloud, incredible: (0.57)
fry, chicken-chicken, tomato, potato, plate, soft, barbecue: (0.98)
dry, plastic, commercial: (0.79)
banana, fat, bean, leaf, ice, bone, adobo: (0.97)
road, car, drive, shop: (0.69)
flavor, delicious, spicy: (1.00)
blue, white, dark, sky, brown, black, skin: (0.87)
taste, sauce, crispy: (0.93)
studio, review, cover, entertainment: (0.84)
bowl, tea, pineapple, healthy, bed, dinner, regular: (0.98)
lady, jazz, hat: (0.73)

Level 3
warm, dangerous, terrible, glad, forget, strong, finger: (0.61)
mango, fish, fruit, chocolate, fresh, pizza, hungry: (0.74)
brand, strawberry, heat, hate, solid, yum, fake: (1.00)
peso, price, cheap, dollar, cheaper: (1.00)
body, shot, dead, eye, photo, cat, picture: (0.53)
extra, gift, trash, list, form, special, double: (0.99)
drink, coffee, beer, drinking, bread, breakfast, alcohol: (1.00)
option, visa, easier, immigration, squid, seafood, shrimp: (0.96)
restaurant, perfect, menu, type_, famous, honest, popular: (0.99)
walk, road, car, drive, bike, hotel, shop: (0.50)
weird, lie, close, middle, lake, pop, giant: (0.57)
ticket, seat, london, horse, tricycle, mask, enjoy: (0.67)
egg, food, roll, spring, stick, ball, excited: (0.84)
plan, month, meet, corner, week, pick, notice: (0.59)
rice, chicken, meat, pork, dish, vinegar, beef: (0.54)
tomorrow, weather, light, sun, quick, afternoon, tonight: (0.51)
challenge, daily, sell, bad-bad, vlogger, budget, san-miguel: (0.87)
taste, sauce, flavor, delicious, spicy, eat, smell: (1.00)

Level 2
taste, sauce, flavor, rice, chicken, delicious, meat: (1.00)
school, english, student, language, speak, college, class: (0.57)
peso, price, plan, month, property, cheap, flight: (1.00)
shopping, store, mall, extra, supermarket, gift, grocery: (0.70)
juicy, brand, recommendation, link-description, strawberry, george, heat: (0.80)
egg, food, soy-sauce, spaghetti, burger, roll, hot-dog: (0.58)

Level 1
island, peso, walk, road, price, car, beach: (0.96)
taste, sauce, flavor, rice, chicken, delicious, meat: (1.00)"
American foreigner 🇺🇸 applying for college in the PHILIPPINES 🇵🇭: University of San Carlos,https://www.youtube.com/watch?v=EmPlp6ddNeU,"Level 4
peso, price, dollar: (1.00)
bank, money-money, card: (0.95)
school, class, parent, study, education, father: (1.00)
photo, picture, distance, ground: (0.95)
cheaper, cheap: (1.00)
student, college, university, north, campus: (1.00)
situation, issue, mind, matter, business, story: (0.96)
plan, month, corner, week, project: (0.73)
rest, heavy, leave, wet, block: (0.65)
medical, hospital: (1.00)
close, dream, strange: (0.81)
national, huge, international, ton: (0.96)
major, capital, local: (0.57)
retire, cost: (1.00)
safe, security, stay, lot, police: (0.84)
viewer, account, subscriber, social: (0.62)
dry, plastic, commercial: (0.79)
visa, immigration: (1.00)
tourist, trip, tourism: (0.86)
link-description, today, book: (0.52)
store, grocery, cross: (0.85)
specific, topic, choice: (0.99)

Level 3
peso, price, cheap, dollar, cheaper: (1.00)
option, visa, easier, immigration, squid, seafood, shrimp: (0.93)
school, student, college, class, parent, university, learn: (1.00)
plan, month, meet, corner, week, pick, notice: (0.80)
god-god, ready-ready, crew, hospital, medical, positive, vibe: (0.56)
shopping, store, mall, supermarket, grocery, cross: (0.81)

Level 2
school, english, student, language, speak, college, class: (1.00)
peso, price, plan, month, property, cheap, flight: (0.99)
shopping, store, mall, extra, supermarket, gift, grocery: (0.77)

Level 1
island, peso, walk, road, price, car, beach: (0.77)"
Meeting friendly Filipinos | Foreigner speaking some Tagalog | Tanauan Batangas Philippines 🇵🇭,https://www.youtube.com/watch?v=EuhLiw_SwH8,"Level 4
pizza, hungry, pasta: (0.62)
peso, price, dollar: (0.93)
rest, heavy, leave, wet, block: (0.53)
close, dream, strange: (0.60)
hair, product, standard: (0.57)
short, luck, wave: (0.59)
walk, hotel: (1.00)
afternoon, catch, coat: (0.60)
store, grocery, cross: (0.96)

Level 3
peso, price, cheap, dollar, cheaper: (0.91)
spaghetti, burger, hot-dog, mcdonald, gravy, jolly, steak: (0.93)
tomorrow, weather, light, sun, quick, afternoon, tonight: (0.59)
shopping, store, mall, supermarket, grocery, cross: (0.94)

Level 2
peso, price, plan, month, property, cheap, flight: (0.98)
shopping, store, mall, extra, supermarket, gift, grocery: (0.77)
egg, food, soy-sauce, spaghetti, burger, roll, hot-dog: (0.96)

Level 1
island, peso, walk, road, price, car, beach: (0.96)"
"15 popular filipino snacks, Americans trying Filipino food",https://www.youtube.com/watch?v=Ev5dUwAQz7M,"Level 4
peanut, corn, chip, butter, nut: (0.77)
shrimp, seafood: (1.00)
southeast, asian: (1.00)
heat, fake, york: (0.75)
warm, blood, classic: (0.99)
filipina, wife: (1.00)
mango, fruit, vegetable: (0.98)
sugar, juice, coconut, lemon, milk: (0.99)
enjoy, boom, bulalo: (0.82)
photo, picture, distance, ground: (0.88)
rice-rice, rice: (1.00)
eat, sweet, cheese, meal, mukbang, spicy-spicy: (0.97)
drink, beer: (1.00)
country, population, largest, official, square: (0.75)
short, luck, wave: (0.59)
coffee, bread, breakfast, cup: (0.99)
sweet-sweet, candy, purple, caramel, red: (0.88)
ice-cream, spoon, dip, mix, noodle, ube, lumpia: (1.00)
type_, famous, popular, style: (0.66)
pound, weight, wing: (0.81)
walk, hotel: (1.00)
common, unique, center, map, modern, latin: (0.90)
brand, strawberry, solid, yum: (0.81)
love, flower, pandemic: (0.65)
geography, american: (1.00)
chicken, pork, dish, vinegar: (1.00)
western, woman, relationship, partner, term, west, hear: (0.73)
safe, security, stay, lot, police: (0.75)
egg, food, roll, spring, stick: (0.99)
smell, garlic, dessert, sour, salty, bite, snack: (1.00)
fresh, fish: (1.00)
background, glass, tone: (0.91)
fry, chicken-chicken, tomato, potato, plate, soft, barbecue: (0.98)
tank, lunch, camera, water-water, fine, fall, figure: (0.80)
dry, plastic, commercial: (0.79)
banana, fat, bean, leaf, ice, bone, adobo: (0.99)
cook, cooking: (1.00)
flavor, delicious, spicy: (1.00)
blue, white, dark, sky, brown, black, skin: (0.73)
link-description, today, book: (0.92)
studio, review, cover, entertainment: (0.57)
bowl, tea, pineapple, healthy, bed, dinner, regular: (1.00)
store, grocery, cross: (0.85)
specific, topic, choice: (0.81)

Level 3
mango, fish, fruit, chocolate, fresh, pizza, hungry: (1.00)
traffic, explore, safe, impression, park, friendly, ride: (0.51)
brand, strawberry, heat, hate, solid, yum, fake: (0.95)
western, woman, partner, relationship, term, west, girlfriend: (0.73)
body, shot, dead, eye, photo, cat, picture: (0.70)
drink, coffee, beer, drinking, bread, breakfast, alcohol: (1.00)
country, population, nation, economy, national, largest, influence: (0.95)
walk, road, car, drive, bike, hotel, shop: (0.51)
egg, food, roll, spring, stick, ball, excited: (0.98)
rice, chicken, meat, pork, dish, vinegar, beef: (1.00)
sugar, ice-cream, juice, coconut, spoon, dip, lemon: (0.99)
pound, kilo, weight, wing, john, apple, pro: (0.65)
taste, sauce, flavor, delicious, spicy, eat, smell: (1.00)
shopping, store, mall, supermarket, grocery, cross: (0.79)

Level 2
country, war, government, history, malaysia, major, population: (0.68)
taste, sauce, flavor, rice, chicken, delicious, meat: (1.00)
shopping, store, mall, extra, supermarket, gift, grocery: (0.71)
island, walk, road, car, beach, traffic, spot: (0.91)
juicy, brand, recommendation, link-description, strawberry, george, heat: (0.95)
egg, food, soy-sauce, spaghetti, burger, roll, hot-dog: (0.99)

Level 1
island, peso, walk, road, price, car, beach: (0.89)
taste, sauce, flavor, rice, chicken, delicious, meat: (1.00)"
Pinoy funny Moment Compilations 2020 | PINOY EPIC FAILS!!! | HONEST REACTION,https://www.youtube.com/watch?v=Ezn90OendIo,"Level 4
goodness, mess, tongue, halo-halo: (0.63)
feel, wrong, scared, nervous: (0.66)
instagram, follow, message, lifestyle: (0.52)
sunday, loud, science-science: (0.61)
cat, gun, bet: (0.50)
chicken, pork, dish, vinegar: (0.74)
moment, nature, goodbye: (0.85)
god-god, ready-ready, crew: (0.71)
friendly, traffic: (1.00)
studio, review, cover, entertainment: (0.70)
specific, topic, choice: (0.50)

Level 3
traffic, explore, safe, impression, park, friendly, ride: (0.75)
instagram, follow, mike, news, message, suggestion, thumb: (0.66)
rice, chicken, meat, pork, dish, vinegar, beef: (0.52)

Level 2
tomorrow, pool, weather, tree, swim, light, sun: (0.54)"
FOREIGNERS react to FILIPINO HOLLYWOOD STARS in Marvel Movies,https://www.youtube.com/watch?v=F3Pq-ggrIR0,"Level 4
episode, series, lady-gentleman, sir: (0.94)
mike, thumb, happen, main: (0.69)
rice-rice, rice: (1.00)
close, dream, strange: (0.81)
coffee, bread, breakfast, cup: (0.53)
artist, band: (1.00)
love, flower, pandemic: (0.65)
fan, quality, feeling: (0.78)
moment, nature, goodbye: (0.60)
surprise, curious, davao: (0.83)
link-description, today, book: (0.52)
specific, topic, choice: (0.81)

Level 3
body, shot, dead, eye, photo, cat, picture: (0.53)
episode, series, lady-gentleman, movie, sir, epic, blog: (0.89)

Level 2
school, english, student, language, speak, college, class: (0.57)"
"In the Philippines, the crowd sings FOR YOU! Latinos react to INSANE Filipino LIVE CROWDS",https://www.youtube.com/watch?v=F6it4K33C-o,"Level 4
feature-friday-feature-friday, podcast: (1.00)
pick, start, notice, comfortable, process, difference, boy: (0.84)
warm, blood, classic: (0.84)
latino, feature-friday, friday: (1.00)
record, contact, break, meeting, location: (0.67)
close, dream, strange: (0.60)
singer, vocal, industry: (0.99)
artist, band: (1.00)
song, lyric, opm, song-song: (1.00)
singing, sing: (1.00)
pop, lake, pack: (0.56)
crowd, concert, mic, mate: (1.00)
voice, listen, talent: (0.93)
sell, bang, leachon: (0.62)
viral, coach, karaoke, tiktok: (1.00)

Level 3
singer, vocal, viral, coach, karaoke, tiktok, industry: (1.00)
song, singing, sing, voice, lyric, opm, song-song: (1.00)
ticket, seat, london, horse, tricycle, mask, enjoy: (0.73)
latino, feature-friday-feature-friday, feature-friday, friday, podcast: (1.00)

Level 2
singer, song, vocal, singing, sing, feature-friday-feature-friday, feature-friday: (1.00)

Level 1
singer, song, vocal, singing, sing, feature-friday-feature-friday, feature-friday: (1.00)"
Foreigners react to FILIPINO CHESS WONDERBOY - 10-year-old Champion!!!,https://www.youtube.com/watch?v=F7SqfqPGhJo,"Level 4
game, basketball, sport, player: (0.73)
school, class, parent, study, education, father: (0.51)
mike, thumb, happen, main: (1.00)
indonesia, malaysia: (1.00)
instagram, follow, message, lifestyle: (0.98)
close, dream, strange: (0.60)
competition, stage, win, beat, winner, content, support: (0.94)
position, timber, technique, impressive: (0.89)
war, government: (1.00)
link-description, today, book: (0.69)
specific, topic, choice: (0.50)

Level 3
mom, dad, mother, child, doctor, poverty, deal: (0.71)
instagram, follow, mike, news, message, suggestion, thumb: (1.00)
episode, series, lady-gentleman, movie, sir, epic, blog: (0.55)
competition, moment, stage, win, beat, winner, content: (0.70)
war, government, history, spanish, century, magellan: (0.56)

Level 2
country, war, government, history, malaysia, major, population: (0.98)

Level 1
asian, country, war, government, history, school, malaysia: (0.98)"
American Tries Binatog at Baguio Night Market for the First Time! 🇵🇭 #shorts  #philippines,https://www.youtube.com/watch?v=F8BtVioDCn0,"Level 4
sugar, juice, coconut, lemon, milk: (0.99)
eat, sweet, cheese, meal, mukbang, spicy-spicy: (0.54)

Level 3
sugar, ice-cream, juice, coconut, spoon, dip, lemon: (0.85)"
First Time Eating $5 Pizza at GREENWICH in the Philippines 🇵🇭 The Best Fast Food Chain,https://www.youtube.com/watch?v=F9z7b9ei2Lg,"Level 4
pizza, hungry, pasta: (0.97)
tree, mountain, grass, green: (0.68)
peso, price, dollar: (1.00)
episode, series, lady-gentleman, sir: (0.65)
spaghetti, mcdonald, gravy, jollibee, sandwich: (1.00)
menu, restaurant: (1.00)
photo, picture, distance, ground: (0.99)
mom, dad, mother, child: (0.79)
chocolate, cream, creamy: (0.60)
rice-rice, rice: (1.00)
plan, month, corner, week, project: (0.77)
eat, sweet, cheese, meal, mukbang, spicy-spicy: (0.97)
rest, heavy, leave, wet, block: (0.82)
joy, film, entrance: (0.77)
size, foot, bigger, china: (0.70)
close, dream, strange: (0.71)
sweet-sweet, candy, purple, caramel, red: (0.96)
ice-cream, spoon, dip, mix, noodle, ube, lumpia: (0.98)
type_, famous, popular, style: (0.66)
perfect, honest, color, natural, tiny, range: (0.95)
afternoon, catch, coat: (0.60)
common, unique, center, map, modern, latin: (0.57)
extra, list, double: (0.74)
chili, onion, tasty, crunchy, pepper, ingredient, texture: (0.98)
chicken, pork, dish, vinegar: (0.74)
meat, beef, soup: (0.91)
fan, quality, feeling: (0.97)
birthday, happy-birthday, cake: (0.53)
surprise, curious, davao: (0.83)
safe, security, stay, lot, police: (0.80)
friendly, traffic: (1.00)
fry, chicken-chicken, tomato, potato, plate, soft, barbecue: (0.99)
dry, plastic, commercial: (0.79)
sick, scary, memory: (0.60)
feature, beauty, universe: (0.62)
flavor, delicious, spicy: (0.93)
taste, sauce, crispy: (0.93)
studio, review, cover, entertainment: (0.57)
bowl, tea, pineapple, healthy, bed, dinner, regular: (0.97)

Level 3
traffic, explore, safe, impression, park, friendly, ride: (0.80)
mom, dad, mother, child, doctor, poverty, deal: (0.86)
peso, price, cheap, dollar, cheaper: (0.99)
body, shot, dead, eye, photo, cat, picture: (0.70)
extra, gift, trash, list, form, special, double: (0.71)
spaghetti, burger, hot-dog, mcdonald, gravy, jolly, steak: (0.99)
restaurant, perfect, menu, type_, famous, honest, popular: (1.00)
plan, month, meet, corner, week, pick, notice: (0.83)
rice, chicken, meat, pork, dish, vinegar, beef: (1.00)
sugar, ice-cream, juice, coconut, spoon, dip, lemon: (0.99)
tomorrow, weather, light, sun, quick, afternoon, tonight: (0.71)
taste, sauce, flavor, delicious, spicy, eat, smell: (1.00)

Level 2
taste, sauce, flavor, rice, chicken, delicious, meat: (1.00)
peso, price, plan, month, property, cheap, flight: (1.00)

Level 1
island, peso, walk, road, price, car, beach: (0.77)
taste, sauce, flavor, rice, chicken, delicious, meat: (1.00)"
Americans React to SEA Games Philippines Opening ceremony of the 30th Southeast Asian Games 2019,https://www.youtube.com/watch?v=FAHL0cT3GjQ,"Level 4
mile, peace, button, description: (0.97)
freak, performance: (1.00)
southeast, asian: (1.00)
episode, series, lady-gentleman, sir: (0.63)
game, basketball, sport, player: (0.66)
indonesia, malaysia: (1.00)
national, huge, international, ton: (0.87)
geography, american: (1.00)
moment, nature, goodbye: (0.60)
voice, listen, talent: (0.99)
conversation, sense, level: (0.78)
request, post, reaction: (0.90)
bell, hop, share, community, link, future: (0.99)
feature, beauty, universe: (0.62)
war, government: (1.00)

Level 3
malaysia, indonesia, mile, peace, bell, hop, button: (1.00)
request, random, treat, post, sunday, reaction, science-science: (0.57)
asian, southeast, europe, european: (0.91)
episode, series, lady-gentleman, movie, sir, epic, blog: (0.60)

Level 2
country, war, government, history, malaysia, major, population: (0.97)
asian, question, opinion, southeast, answer, western, situation: (0.71)

Level 1
asian, country, war, government, history, school, malaysia: (1.00)"
V386 - FOREIGNER BUILDING A CHEAP HOUSE IN THE PHILIPPINES - DISASTER WITH THE WATER TANK,https://www.youtube.com/watch?v=FCoXHJNIUgs,"Level 4
care, doctor, health: (0.67)
filipina, wife: (1.00)
east, south: (1.00)
sugar, juice, coconut, lemon, milk: (0.90)
cheaper, cheap: (1.00)
rest, heavy, leave, wet, block: (0.99)
medical, hospital: (1.00)
walk, hotel: (1.00)
afternoon, catch, coat: (0.91)
love, flower, pandemic: (0.90)
position, timber, technique, impressive: (0.58)
middle, town, hole, cloud, incredible: (0.97)
tank, lunch, camera, water-water, fine, fall, figure: (0.84)
answer, question: (1.00)
dry, plastic, commercial: (0.79)
cook, cooking: (1.00)
clean, careful, step, dog, cut: (0.50)

Level 3
peso, price, cheap, dollar, cheaper: (0.69)
south, east, total, position, expensive, rent, transportation: (0.99)
sugar, ice-cream, juice, coconut, spoon, dip, lemon: (0.94)
god-god, ready-ready, crew, hospital, medical, positive, vibe: (0.77)
tomorrow, weather, light, sun, quick, afternoon, tonight: (0.67)

Level 2
south, american, east, total, weird, lie, rich: (0.97)"
🎄 Vlogmas Day 20 Shopping in the Province PHILIPPINES island Life,https://www.youtube.com/watch?v=FG2VZEE1E0Y,"Level 4
island, beach, island-island, sea, volcano: (0.85)
power, solar: (1.00)
jane, england, cookie: (0.62)
sit, evening, sleep, bus, tower, station: (1.00)
bike, motorbike, scooter: (0.99)
weird, giant, normal: (0.99)
energy, soul, summer, late: (0.89)
cheaper, cheap: (1.00)
plan, month, corner, week, project: (0.72)
tired, gate, mommy: (0.89)
size, foot, bigger, china: (0.95)
clothes, shirt, shoe, bunch: (0.95)
close, dream, strange: (0.81)
hair, product, standard: (0.57)
short, luck, wave: (0.87)
shot, air, shoot: (0.89)
daniel, gas, dress: (0.52)
perfect, honest, color, natural, tiny, range: (0.72)
afternoon, catch, coat: (0.60)
wind, rough, megabit: (0.58)
light, sunset, drop, destination: (0.94)
mark, mindanao, daddy: (0.96)
chili, onion, tasty, crunchy, pepper, ingredient, texture: (0.99)
moment, nature, goodbye: (0.60)
retire, cost: (1.00)
safe, security, stay, lot, police: (0.91)
tomorrow, weather, sun, quick, tonight, cold: (0.93)
pop, lake, pack: (0.84)
friendly, traffic: (1.00)
middle, town, hole, cloud, incredible: (0.87)
fry, chicken-chicken, tomato, potato, plate, soft, barbecue: (0.71)
answer, question: (1.00)
banana, fat, bean, leaf, ice, bone, adobo: (0.87)
random, treat, anime: (0.84)
road, car, drive, shop: (0.98)
cook, cooking: (1.00)
blue, white, dark, sky, brown, black, skin: (1.00)
taste, sauce, crispy: (0.92)
store, grocery, cross: (0.85)

Level 3
warm, dangerous, terrible, glad, forget, strong, finger: (0.60)
juicy, recommendation, link-description, george, goodness, load, today: (0.55)
traffic, explore, safe, impression, park, friendly, ride: (0.92)
peso, price, cheap, dollar, cheaper: (0.80)
body, shot, dead, eye, photo, cat, picture: (0.69)
walk, road, car, drive, bike, hotel, shop: (1.00)
weird, lie, close, middle, lake, pop, giant: (0.97)
tired, tire, gate, girl-girl, bohol, mommy: (0.91)
property, concrete, land, plant, house-house, field, wall: (0.76)
power, bank, energy, soul, solar, money-money, card: (0.79)
tomorrow, weather, light, sun, quick, afternoon, tonight: (1.00)
island, beach, tourist, island-island, palawan, sea, boracay: (0.74)

Level 2
taste, sauce, flavor, rice, chicken, delicious, meat: (0.64)
school, english, student, language, speak, college, class: (0.50)
tomorrow, pool, weather, tree, swim, light, sun: (0.97)
peso, price, plan, month, property, cheap, flight: (0.96)
tired, tire, expat, culture-shock, company, gate, god-god: (0.67)
island, walk, road, car, beach, traffic, spot: (0.99)
power, bank, pound, energy, kilo, soul, solar: (0.85)

Level 1
island, peso, walk, road, price, car, beach: (1.00)
taste, sauce, flavor, rice, chicken, delicious, meat: (0.64)"
FOREIGNERS react to PINOY TALENT! Pinay Behind Popular PHILIPPINES Airlines Voice-Overs,https://www.youtube.com/watch?v=FHYyiWVyAyY,"Level 4
feature-friday-feature-friday, podcast: (1.00)
episode, series, lady-gentleman, sir: (0.97)
sit, evening, sleep, bus, tower, station: (0.98)
mike, thumb, happen, main: (1.00)
photo, picture, distance, ground: (0.56)
rest, heavy, leave, wet, block: (0.53)
drink, beer: (1.00)
instagram, follow, message, lifestyle: (0.80)
close, dream, strange: (0.81)
hair, product, standard: (0.57)
coffee, bread, breakfast, cup: (0.92)
juicy, george, load: (0.88)
love, flower, pandemic: (0.65)
voice, listen, talent: (0.96)
answer, question: (1.00)
dry, plastic, commercial: (0.79)
feature, beauty, universe: (0.62)
buddy, honey, owner: (0.62)
studio, review, cover, entertainment: (0.97)
specific, topic, choice: (0.79)

Level 3
juicy, recommendation, link-description, george, goodness, load, today: (0.88)
instagram, follow, mike, news, message, suggestion, thumb: (0.97)
body, shot, dead, eye, photo, cat, picture: (0.85)
drink, coffee, beer, drinking, bread, breakfast, alcohol: (0.84)
song, singing, sing, voice, lyric, opm, song-song: (0.53)
episode, series, lady-gentleman, movie, sir, epic, blog: (0.90)
challenge, daily, sell, bad-bad, vlogger, budget, san-miguel: (0.52)

Level 2
juicy, brand, recommendation, link-description, strawberry, george, heat: (0.96)"
MAKING LECHON KAWALI! TRYING DELICIOUS FILIPINO FOOD!,https://www.youtube.com/watch?v=FIRyxLCCAyY,"Level 4
pizza, hungry, pasta: (1.00)
terrible, glad, forget: (0.96)
dangerous, strong, finger, tooth, success: (0.99)
holiday, december, september, life: (0.64)
filipina, wife: (1.00)
weird, giant, normal: (0.85)
soy-sauce, oil, lechon, pig: (1.00)
rice-rice, rice: (1.00)
plan, month, corner, week, project: (0.73)
eat, sweet, cheese, meal, mukbang, spicy-spicy: (0.98)
kilo, apple, worry: (0.92)
close, dream, strange: (0.71)
sunday, loud, science-science: (0.61)
ice-cream, spoon, dip, mix, noodle, ube, lumpia: (1.00)
type_, famous, popular, style: (0.66)
extra, list, double: (0.92)
chili, onion, tasty, crunchy, pepper, ingredient, texture: (1.00)
chicken, pork, dish, vinegar: (0.96)
meat, beef, soup: (1.00)
moment, nature, goodbye: (0.60)
tomorrow, weather, sun, quick, tonight, cold: (0.61)
smell, garlic, dessert, sour, salty, bite, snack: (0.82)
fresh, fish: (1.00)
hot-hot, fancy, cheer: (0.76)
dry, plastic, commercial: (0.79)
bell, hop, share, community, link, future: (0.63)
banana, fat, bean, leaf, ice, bone, adobo: (0.99)
cook, cooking: (1.00)
sick, scary, memory: (0.68)
flavor, delicious, spicy: (1.00)
blue, white, dark, sky, brown, black, skin: (0.99)
taste, sauce, crispy: (1.00)
bowl, tea, pineapple, healthy, bed, dinner, regular: (0.85)
guitar, wonderful, quiet: (0.79)

Level 3
warm, dangerous, terrible, glad, forget, strong, finger: (0.99)
mango, fish, fruit, chocolate, fresh, pizza, hungry: (0.95)
extra, gift, trash, list, form, special, double: (0.73)
soy-sauce, oil, lechon, pig, buddy, trust, ben: (0.99)
restaurant, perfect, menu, type_, famous, honest, popular: (0.72)
hot-hot, fancy, cheer, eat-eat, martial-art, movement, africa: (0.86)
plan, month, meet, corner, week, pick, notice: (0.80)
rice, chicken, meat, pork, dish, vinegar, beef: (1.00)
sugar, ice-cream, juice, coconut, spoon, dip, lemon: (1.00)
tomorrow, weather, light, sun, quick, afternoon, tonight: (0.69)
taste, sauce, flavor, delicious, spicy, eat, smell: (1.00)

Level 2
taste, sauce, flavor, rice, chicken, delicious, meat: (1.00)
egg, food, soy-sauce, spaghetti, burger, roll, hot-dog: (0.97)

Level 1
taste, sauce, flavor, rice, chicken, delicious, meat: (1.00)"
Foreigner Filipina Building Our Home an Life Philippines Mixing it up 22Jan23 @LeRocphilippines5539,https://www.youtube.com/watch?v=FIedy25-DVk,"Level 4
version, sort, original, bloody: (0.66)
tree, mountain, grass, green: (0.50)
toilet, shower: (1.00)
pick, start, notice, comfortable, process, difference, boy: (0.65)
wall, pipe, folk, jay: (0.99)
forest, jungle, bamboo: (0.91)
property, concrete, land: (0.96)
photo, picture, distance, ground: (0.73)
floor, roof, window, door, bathroom, bedroom: (0.54)
cheaper, cheap: (1.00)
plan, month, corner, week, project: (0.74)
drink, beer: (1.00)
close, dream, strange: (0.60)
sunday, loud, science-science: (0.61)
daniel, gas, dress: (0.52)
afternoon, catch, coat: (0.60)
tire, girl-girl, bohol: (0.57)
son, mama, jesus, lord, tent: (0.68)
body, eye, human: (0.66)
answer, question: (1.00)
banana, fat, bean, leaf, ice, bone, adobo: (0.54)
blue, white, dark, sky, brown, black, skin: (0.94)
lady, jazz, hat: (0.98)

Level 3
tree, forest, mountain, jungle, grass, feed, bamboo: (1.00)
body, shot, dead, eye, photo, cat, picture: (0.97)
drink, coffee, beer, drinking, bread, breakfast, alcohol: (0.89)
lady, wind, jazz, hat, rough, prejudice, megabit: (0.80)
weird, lie, close, middle, lake, pop, giant: (0.53)
ticket, seat, london, horse, tricycle, mask, enjoy: (0.57)
plan, month, meet, corner, week, pick, notice: (0.94)
tired, tire, gate, girl-girl, bohol, mommy: (0.63)
property, concrete, land, plant, house-house, field, wall: (1.00)
tomorrow, weather, light, sun, quick, afternoon, tonight: (0.74)"
